customerID,Churn_Probability,Risk_Category
6061-GWWAV,1.0,Low Risk
0679-TDGAK,2.0,Low Risk
6585-WCEWR,0.0,Low Risk
9067-YGSCA,1.0,Low Risk
9067-SQTNS,2.0,Low Risk
8433-WXGNA,56.99999999999999,Medium Risk
1776-SPBWV,4.0,Low Risk
8735-SDUFN,0.0,Low Risk
9668-PUGNU,4.0,Low Risk
9405-GPBBG,0.0,Low Risk
1926-QUZNN,0.0,Low Risk
3707-GNWHM,81.0,High Risk
7016-NVRIC,1.0,Low Risk
5829-NVSQN,2.0,Low Risk
9565-AXSMR,2.0,Low Risk
8922-LIEGH,97.0,High Risk
8869-LIHMK,0.0,Low Risk
8245-UMPYT,51.0,Medium Risk
5186-SAMNZ,93.0,High Risk
0447-RXSGD,9.0,Low Risk
4927-WWOOZ,86.0,High Risk
5788-YPOEG,0.0,Low Risk
5373-SFODM,70.0,High Risk
0661-KBKPA,2.0,Low Risk
9081-WWXKP,1.0,Low Risk
0784-ZQJZX,0.0,Low Risk
3133-PZNSR,0.0,Low Risk
5766-ZJYBB,34.0,Medium Risk
8931-GJJIQ,83.0,High Risk
4277-PVRAN,72.0,High Risk
0022-TCJCI,97.0,High Risk
0722-SVSFK,73.0,High Risk
3612-YVGSJ,0.0,Low Risk
9825-YCXWZ,0.0,Low Risk
5397-NSKQG,2.0,Low Risk
8565-HBFNN,0.0,Low Risk
2000-DHJUY,0.0,Low Risk
0203-HHYIJ,23.0,Low Risk
8670-ERCJH,0.0,Low Risk
7758-UJWYS,2.0,Low Risk
2050-ONYDQ,0.0,Low Risk
7055-JCGNI,0.0,Low Risk
0739-UUAJR,0.0,Low Risk
4826-DXMUP,5.0,Low Risk
0952-KMEEH,65.0,High Risk
7285-KLOTR,7.000000000000001,Low Risk
0654-PQKDW,0.0,Low Risk
7175-NTIXE,3.0,Low Risk
7963-SHNDT,0.0,Low Risk
9796-BPKIW,38.0,Medium Risk
0188-GWFLE,12.0,Low Risk
8129-GMVGI,3.0,Low Risk
2882-DDZPG,15.0,Low Risk
3547-LQRIK,8.0,Low Risk
9137-NOQKA,39.0,Medium Risk
5843-TTHGI,14.000000000000002,Low Risk
1849-RJYIG,17.0,Low Risk
8868-GAGIO,5.0,Low Risk
4061-UKJWL,50.0,Medium Risk
5380-XPJNZ,2.0,Low Risk
8263-QMNTJ,0.0,Low Risk
8178-EYZUO,82.0,High Risk
3230-JCNZS,0.0,Low Risk
0277-ORXQS,0.0,Low Risk
5130-IEKQT,99.0,High Risk
3230-WYKIR,86.0,High Risk
7996-BPXHY,3.0,Low Risk
3227-WLKLI,0.0,Low Risk
0407-BDJKB,87.0,High Risk
2266-FUBDZ,1.0,Low Risk
8237-ULIXL,0.0,Low Risk
9600-UDOPK,97.0,High Risk
8216-AZUUZ,26.0,Low Risk
9153-BTBVV,0.0,Low Risk
4074-SJFFA,78.0,High Risk
3269-ATYWD,56.00000000000001,Medium Risk
5186-PEIZU,5.0,Low Risk
1074-AMIOH,1.0,Low Risk
4910-GMJOT,93.0,High Risk
0354-WYROK,99.0,High Risk
4361-FEBGN,1.0,Low Risk
7748-UMTRK,11.0,Low Risk
0380-ZCSBI,10.0,Low Risk
7145-FEJWU,47.0,Medium Risk
6463-MVYRY,0.0,Low Risk
3969-JQABI,18.0,Low Risk
9624-EGDEQ,1.0,Low Risk
1051-EQPZR,6.0,Low Risk
5849-ASHZJ,1.0,Low Risk
5780-INQIK,45.0,Medium Risk
7576-OYWBN,90.0,High Risk
4526-ZJJTM,3.0,Low Risk
8384-FZBJK,1.0,Low Risk
3750-RNQKR,17.0,Low Risk
0962-CQPWQ,0.0,Low Risk
3096-YXENJ,0.0,Low Risk
1265-BCFEO,0.0,Low Risk
5837-LXSDN,7.000000000000001,Low Risk
5945-AZYHT,6.0,Low Risk
8325-QRPZR,59.0,Medium Risk
6384-VMJHP,0.0,Low Risk
2262-SLNVK,84.0,High Risk
7730-CLDSV,0.0,Low Risk
1135-HIORI,0.0,Low Risk
0164-APGRB,0.0,Low Risk
6481-ESCNL,5.0,Low Risk
1790-NESIO,1.0,Low Risk
1550-EENBN,2.0,Low Risk
5539-TMZLF,93.0,High Risk
4323-SADQS,55.00000000000001,Medium Risk
4446-BZKHU,99.0,High Risk
5202-IVJNU,31.0,Medium Risk
5976-JCJRH,71.0,High Risk
8198-RKSZG,12.0,Low Risk
0137-OCGAB,81.0,High Risk
3351-NQLDI,92.0,High Risk
9297-EONCV,0.0,Low Risk
7593-JNWRU,47.0,Medium Risk
4588-YBNIB,43.0,Medium Risk
1069-QJOEE,2.0,Low Risk
3336-JORSO,98.0,High Risk
7799-DSEWS,8.0,Low Risk
8766-PAFNE,0.0,Low Risk
5315-CKEQK,30.0,Medium Risk
3130-ICDUP,51.0,Medium Risk
0820-FNRNX,8.0,Low Risk
0880-FVFWF,2.0,Low Risk
4611-ANLQC,0.0,Low Risk
4213-HKBJO,6.0,Low Risk
2792-LSHWX,81.0,High Risk
5028-GZLDO,69.0,High Risk
0014-BMAQU,1.0,Low Risk
6861-XWTWQ,92.0,High Risk
9018-PCIOK,1.0,Low Risk
4837-QUSFT,0.0,Low Risk
6877-TJMBR,87.0,High Risk
9953-ZMKSM,0.0,Low Risk
0907-HQNTS,0.0,Low Risk
7665-NKLAV,1.0,Low Risk
6769-DCQLI,99.0,High Risk
2433-KMEAS,72.0,High Risk
4391-LNRXK,3.0,Low Risk
8250-ZNGGW,25.0,Low Risk
2195-ZRVAX,90.0,High Risk
3550-SAHFP,94.0,High Risk
2011-TRQYE,97.0,High Risk
8562-GHPPI,19.0,Low Risk
5893-PYOLZ,20.0,Low Risk
4986-MXSFP,11.0,Low Risk
6131-FOYAS,3.0,Low Risk
3027-YNWZU,0.0,Low Risk
5609-IMCGG,14.000000000000002,Low Risk
4873-ILOLJ,96.0,High Risk
4727-MCYZG,67.0,High Risk
9481-WHGWY,0.0,Low Risk
2725-KXXWT,85.0,High Risk
9565-DJPIB,98.0,High Risk
4328-VUFWD,4.0,Low Risk
3301-LSLWQ,5.0,Low Risk
7473-ZBDSN,1.0,Low Risk
3166-PNEOF,0.0,Low Risk
5639-NTUPK,15.0,Low Risk
8780-YRMTT,0.0,Low Risk
8348-HFYIV,85.0,High Risk
5140-FOMCQ,3.0,Low Risk
6242-SGYTS,0.0,Low Risk
8166-ORCHU,1.0,Low Risk
8414-OOEEL,0.0,Low Risk
8454-AATJP,0.0,Low Risk
6849-WLEYG,31.0,Medium Risk
4659-NZRUF,89.0,High Risk
4531-AUZNK,0.0,Low Risk
4191-XOVOM,1.0,Low Risk
2150-OEGBV,1.0,Low Risk
8429-XIBUM,97.0,High Risk
1855-CFULU,21.0,Low Risk
4878-BUNFV,1.0,Low Risk
1872-EBWSC,1.0,Low Risk
2608-BHKFN,71.0,High Risk
7026-YMSBE,1.0,Low Risk
7341-LXCAF,81.0,High Risk
6997-UVGOX,0.0,Low Risk
9674-EHPPG,1.0,Low Risk
9462-MJUAW,54.0,Medium Risk
8128-YVJRG,26.0,Low Risk
5440-VHLUL,1.0,Low Risk
5781-BKHOP,0.0,Low Risk
4283-FUTGF,59.0,Medium Risk
5213-TWWJU,2.0,Low Risk
1569-TTNYJ,86.0,High Risk
8628-MFKAX,0.0,Low Risk
2397-BRLOM,68.0,High Risk
7629-WIXZF,7.000000000000001,Low Risk
5445-GLVOT,54.0,Medium Risk
3976-HXHCE,0.0,Low Risk
2466-NEJOJ,8.0,Low Risk
0254-KCJGT,0.0,Low Risk
5472-CVMDX,0.0,Low Risk
6461-SZMCV,0.0,Low Risk
8150-QUDFX,16.0,Low Risk
9508-ILZDG,5.0,Low Risk
2346-DJQTB,28.000000000000004,Low Risk
1697-LYYYX,3.0,Low Risk
1942-OQFRW,39.0,Medium Risk
4749-VFKVB,68.0,High Risk
9640-ZSLDC,4.0,Low Risk
4231-LZUYM,0.0,Low Risk
7598-UAASY,83.0,High Risk
7938-OUHIO,78.0,High Risk
8510-AWCXC,99.0,High Risk
6128-AQBMT,3.0,Low Risk
3594-BDSOA,2.0,Low Risk
0431-APWVY,92.0,High Risk
5133-VRSAB,20.0,Low Risk
5996-DAOQL,57.99999999999999,Medium Risk
6838-YAUVY,0.0,Low Risk
0484-JPBRU,10.0,Low Risk
7883-ROJOC,12.0,Low Risk
0244-LGNFY,0.0,Low Risk
7274-CGTOD,0.0,Low Risk
4295-YURET,0.0,Low Risk
3426-NIYYL,45.0,Medium Risk
8225-BTJAU,70.0,High Risk
4635-EJYPD,1.0,Low Risk
1866-ZSLJM,4.0,Low Risk
4636-TVXVG,2.0,Low Risk
4236-UJPWO,69.0,High Risk
9392-XBGTD,1.0,Low Risk
3387-VATUS,90.0,High Risk
6402-SSEJG,2.0,Low Risk
1143-NMNQJ,92.0,High Risk
1169-SAOCL,1.0,Low Risk
1110-KYLGQ,0.0,Low Risk
9929-PLVPA,13.0,Low Risk
3518-PZXZQ,76.0,High Risk
2371-JUNGC,12.0,Low Risk
7693-QPEFS,14.000000000000002,Low Risk
0924-BJCRC,1.0,Low Risk
5074-FBGHB,1.0,Low Risk
2351-BKRZW,0.0,Low Risk
4455-BFSPD,1.0,Low Risk
0415-MOSGF,36.0,Medium Risk
1724-BQUHA,68.0,High Risk
3948-KXDUF,0.0,Low Risk
2323-ARSVR,0.0,Low Risk
0815-MFZGM,0.0,Low Risk
4826-XTSOH,93.0,High Risk
5480-XTFFL,2.0,Low Risk
8295-FHIVV,17.0,Low Risk
2495-INZWQ,70.0,High Risk
9086-YJYXS,2.0,Low Risk
1179-INLAT,13.0,Low Risk
7909-FIOIY,16.0,Low Risk
4139-SUGLD,43.0,Medium Risk
6857-VWJDT,92.0,High Risk
6351-SCJKT,30.0,Medium Risk
5468-BPMMO,14.000000000000002,Low Risk
5624-BQSSA,47.0,Medium Risk
0197-PNKNK,2.0,Low Risk
2439-QKJUL,12.0,Low Risk
1194-SPVSP,30.0,Medium Risk
9534-NSXEM,1.0,Low Risk
2408-WITXK,82.0,High Risk
8929-KSWIH,1.0,Low Risk
2250-IVBWA,2.0,Low Risk
1810-MVMAI,1.0,Low Risk
9506-UXUSK,51.0,Medium Risk
1229-RCALF,0.0,Low Risk
3572-UOLYZ,18.0,Low Risk
1429-UYJSV,3.0,Low Risk
5577-OTWWW,20.0,Low Risk
6100-QQHEB,94.0,High Risk
6366-XIVKZ,9.0,Low Risk
3470-OBUET,0.0,Low Risk
2770-NSVDG,19.0,Low Risk
9375-MHRRS,30.0,Medium Risk
2634-HCZGT,36.0,Medium Risk
7503-QQRVF,72.0,High Risk
4860-YZGZM,21.0,Low Risk
6599-GZWCM,17.0,Low Risk
2691-NZETQ,82.0,High Risk
4404-HIBDJ,61.0,High Risk
5533-NHFRF,41.0,Medium Risk
7037-MTYVW,0.0,Low Risk
4760-THGOT,1.0,Low Risk
7295-JOMMD,99.0,High Risk
4016-BJKTZ,2.0,Low Risk
6584-VQMYT,1.0,Low Risk
9838-BFCQT,0.0,Low Risk
2790-XUYMV,1.0,Low Risk
0581-MDMPW,11.0,Low Risk
5013-SBUIH,97.0,High Risk
1023-BQXZE,0.0,Low Risk
9163-GHAYE,14.000000000000002,Low Risk
3904-UKFRE,42.0,Medium Risk
5353-WILCI,6.0,Low Risk
0709-TVGUR,67.0,High Risk
0058-EVZWM,1.0,Low Risk
6023-YEBUP,93.0,High Risk
7209-JCUDS,99.0,High Risk
7009-PCARS,9.0,Low Risk
0519-DRGTI,4.0,Low Risk
1017-FBQMM,0.0,Low Risk
3001-CBHLQ,98.0,High Risk
1985-MBRYP,5.0,Low Risk
6158-DWPZT,42.0,Medium Risk
9372-TXXPS,0.0,Low Risk
3259-QMXUN,0.0,Low Risk
1015-JPFYW,7.000000000000001,Low Risk
6645-MXQJT,48.0,Medium Risk
4360-QRAVE,6.0,Low Risk
8433-WPJTV,0.0,Low Risk
5804-JMYIO,1.0,Low Risk
3763-GCZHZ,95.0,High Risk
6484-LATFU,0.0,Low Risk
7599-NTMDP,3.0,Low Risk
0772-GYEQQ,46.0,Medium Risk
0536-ACXIP,0.0,Low Risk
0936-NQLJU,1.0,Low Risk
4831-EOBFE,83.0,High Risk
1575-KRZZE,12.0,Low Risk
3251-YMVWZ,14.000000000000002,Low Risk
4102-OQUPX,84.0,High Risk
9170-GYZJC,97.0,High Risk
4884-LEVMQ,1.0,Low Risk
8857-CUPFQ,1.0,Low Risk
7610-TVOPG,32.0,Medium Risk
3638-DIMPH,6.0,Low Risk
1845-ZLLIG,57.99999999999999,Medium Risk
8559-WNQZS,8.0,Low Risk
3999-QGRJH,50.0,Medium Risk
1699-UOTXU,0.0,Low Risk
2454-RPBRZ,99.0,High Risk
0635-WKOLD,2.0,Low Risk
5993-JSUWV,0.0,Low Risk
4518-FZBSX,1.0,Low Risk
5387-ASZNZ,1.0,Low Risk
6988-CJEYV,1.0,Low Risk
2002-MZHWP,47.0,Medium Risk
3097-FQTVJ,1.0,Low Risk
5465-BUBFA,1.0,Low Risk
7299-GNVPL,5.0,Low Risk
9743-DQKQW,61.0,High Risk
1215-VFYVK,34.0,Medium Risk
9371-BITHB,2.0,Low Risk
2265-CYWIV,99.0,High Risk
9093-FPDLG,23.0,Low Risk
0541-FITGH,24.0,Low Risk
6985-HAYWX,27.0,Low Risk
7508-KBIMB,5.0,Low Risk
6838-HVLXG,11.0,Low Risk
2277-DJJDL,1.0,Low Risk
1897-OKVMW,0.0,Low Risk
5485-ITNPC,0.0,Low Risk
0233-FTHAV,4.0,Low Risk
4644-PIZRT,6.0,Low Risk
8922-NPKBJ,1.0,Low Risk
2740-TVLFN,54.0,Medium Risk
7771-CFQRQ,1.0,Low Risk
9512-PHSMG,12.0,Low Risk
6963-EZQEE,0.0,Low Risk
2452-KDRRH,1.0,Low Risk
2004-OCQXK,92.0,High Risk
5027-QPKTE,65.0,High Risk
4146-SVFUD,47.0,Medium Risk
1564-HJUVY,22.0,Low Risk
3617-XLSGQ,0.0,Low Risk
7517-LDMPS,49.0,Medium Risk
7244-KXYZN,2.0,Low Risk
5226-NOZFC,25.0,Low Risk
2672-HUYVI,77.0,High Risk
1400-WIVLL,0.0,Low Risk
7508-MYBOG,72.0,High Risk
8148-NLEGT,3.0,Low Risk
0148-DCDOS,95.0,High Risk
8347-GDTMP,0.0,Low Risk
9992-RRAMN,70.0,High Risk
6746-WAUWT,3.0,Low Risk
0310-MVLET,98.0,High Risk
0428-IKYCP,7.000000000000001,Low Risk
4550-VBOFE,99.0,High Risk
2187-PKZAY,42.0,Medium Risk
4003-OCTMP,2.0,Low Risk
6652-YFFJO,38.0,Medium Risk
7225-IILWY,0.0,Low Risk
5248-RPYWW,0.0,Low Risk
7923-IYJWY,0.0,Low Risk
3170-GWYKC,0.0,Low Risk
5696-QURRL,62.0,High Risk
7409-KIUTL,85.0,High Risk
9830-ECLEN,25.0,Low Risk
1732-VHUBQ,49.0,Medium Risk
0495-RVCBF,95.0,High Risk
2668-TZSPS,52.0,Medium Risk
7854-EDSSA,78.0,High Risk
8869-TORSS,71.0,High Risk
7446-SFAOA,3.0,Low Risk
9522-ZSINC,6.0,Low Risk
8234-GSZYK,2.0,Low Risk
6505-OZNPG,2.0,Low Risk
6164-HAQTX,0.0,Low Risk
0679-IDSTG,95.0,High Risk
7765-LWVVH,0.0,Low Risk
1658-TJVOA,40.0,Medium Risk
0953-LGOVU,11.0,Low Risk
2115-BFTIW,22.0,Low Risk
4692-NNQRU,9.0,Low Risk
7742-MYPGI,44.0,Medium Risk
0611-DFXKO,92.0,High Risk
7780-OTDSO,97.0,High Risk
9619-GSATL,8.0,Low Risk
5622-UEJFI,5.0,Low Risk
9747-DDZOS,82.0,High Risk
0674-DGMAQ,2.0,Low Risk
6203-HBZPA,0.0,Low Risk
0484-FFVBJ,4.0,Low Risk
0301-FIDRB,0.0,Low Risk
4139-JPIAM,1.0,Low Risk
2181-TIDSV,1.0,Low Risk
2761-XECQW,35.0,Medium Risk
1936-CZAKF,1.0,Low Risk
9453-PATOS,0.0,Low Risk
0564-JJHGS,82.0,High Risk
3348-CFRNX,91.0,High Risk
4402-FTBXC,1.0,Low Risk
1428-GTBJJ,68.0,High Risk
2931-XIQBR,0.0,Low Risk
0106-UGRDO,0.0,Low Risk
5542-TBBWB,93.0,High Risk
1930-QPBVZ,0.0,Low Risk
2606-PKWJB,0.0,Low Risk
5322-ZSMZY,3.0,Low Risk
8059-UDZFY,2.0,Low Risk
7740-BTPUX,0.0,Low Risk
5220-AGAAX,0.0,Low Risk
0208-BPQEJ,30.0,Medium Risk
9435-JMLSX,0.0,Low Risk
3352-ALMCK,1.0,Low Risk
5312-IRCFR,11.0,Low Risk
5294-IMHHT,1.0,Low Risk
8802-UNOJF,98.0,High Risk
6313-GIDIT,91.0,High Risk
6176-YJWAS,0.0,Low Risk
5310-NOOVA,4.0,Low Risk
4526-EXKKN,3.0,Low Risk
5311-IHLEI,13.0,Low Risk
3987-KQDDU,40.0,Medium Risk
3404-JNXAX,54.0,Medium Risk
5131-PONJI,1.0,Low Risk
2845-AFFTX,97.0,High Risk
3489-VSFRD,2.0,Low Risk
3345-JHUEO,20.0,Low Risk
5815-HGGHV,3.0,Low Risk
5260-UMPWX,5.0,Low Risk
2249-YPRNG,97.0,High Risk
7410-YTJIK,57.99999999999999,Medium Risk
4626-GYCZP,85.0,High Risk
5649-RXQTV,1.0,Low Risk
2674-MIAHT,67.0,High Risk
2576-HXMPA,19.0,Low Risk
7587-AOVVU,57.99999999999999,Medium Risk
5590-BYNII,95.0,High Risk
6898-MDLZW,18.0,Low Risk
3237-AJGEH,63.0,High Risk
4707-YNOQA,5.0,Low Risk
9357-UJRUN,13.0,Low Risk
1591-NFNLQ,36.0,Medium Risk
8648-PFRMP,54.0,Medium Risk
7663-CUXZB,0.0,Low Risk
0258-NOKBL,32.0,Medium Risk
1163-VIPRI,0.0,Low Risk
2815-CPTUL,54.0,Medium Risk
9348-ROUAI,0.0,Low Risk
9443-JUBUO,0.0,Low Risk
0596-BQCEQ,97.0,High Risk
1481-ZUWZA,88.0,High Risk
3043-TYBNO,35.0,Medium Risk
4830-FAXFM,5.0,Low Risk
5906-BFOZT,47.0,Medium Risk
2960-NKRSO,9.0,Low Risk
8996-ZROXE,3.0,Low Risk
5598-IKHQQ,0.0,Low Risk
0397-ZXWQF,0.0,Low Risk
5266-PFRQK,3.0,Low Risk
4674-HGNUA,0.0,Low Risk
6765-MBQNU,4.0,Low Risk
9786-IJYDL,0.0,Low Risk
1303-SRDOK,6.0,Low Risk
3769-MHZNV,2.0,Low Risk
6295-OSINB,10.0,Low Risk
3308-MHOOC,45.0,Medium Risk
2309-OSFEU,65.0,High Risk
2207-QPJED,7.000000000000001,Low Risk
4177-JPDFU,9.0,Low Risk
2239-CFOUJ,32.0,Medium Risk
8046-DNVTL,0.0,Low Risk
2209-XADXF,61.0,High Risk
6620-JDYNW,6.0,Low Risk
1891-FZYSA,98.0,High Risk
4770-UEZOX,69.0,High Risk
1038-RQOST,4.0,Low Risk
7613-LLQFO,74.0,High Risk
4568-TTZRT,12.0,Low Risk
9513-DXHDA,1.0,Low Risk
2640-PMGFL,55.00000000000001,Medium Risk
3801-HMYNL,82.0,High Risk
0516-QREYC,4.0,Low Risk
9685-WKZGT,75.0,High Risk
6022-UGGSO,66.0,High Risk
8084-OIVBS,2.0,Low Risk
8896-BQTTI,25.0,Low Risk
3865-QBWSJ,14.000000000000002,Low Risk
3352-RICWQ,2.0,Low Risk
2160-GPFXD,1.0,Low Risk
2065-MMKGR,5.0,Low Risk
5857-TYBCJ,4.0,Low Risk
1498-NHTLT,0.0,Low Risk
4484-CGXFK,67.0,High Risk
1402-PTHGN,2.0,Low Risk
4176-RELJR,1.0,Low Risk
6214-EDAKZ,30.0,Medium Risk
5199-FPUSP,6.0,Low Risk
6377-KSLXC,16.0,Low Risk
1796-JANOW,17.0,Low Risk
0238-WHBIQ,0.0,Low Risk
8735-NBLWT,13.0,Low Risk
6651-RLGGM,0.0,Low Risk
6127-ISGTU,76.0,High Risk
1614-JBEBI,13.0,Low Risk
8740-XLHDR,42.0,Medium Risk
1208-DNHLN,37.0,Medium Risk
1761-AEZZR,94.0,High Risk
3923-CSIHK,73.0,High Risk
5696-EXCYS,1.0,Low Risk
5795-KTGUD,0.0,Low Risk
7120-RFMVS,90.0,High Risk
7924-GJZFI,41.0,Medium Risk
4702-HDRKD,0.0,Low Risk
8512-WIWYV,2.0,Low Risk
5897-ZYEKH,0.0,Low Risk
5456-ITGIC,0.0,Low Risk
7317-GGVPB,86.0,High Risk
1406-PUQVY,56.00000000000001,Medium Risk
1322-AGOQM,52.0,Medium Risk
3677-IYRBF,92.0,High Risk
5692-FPTAH,72.0,High Risk
9114-AAFQH,1.0,Low Risk
8715-KKTFG,0.0,Low Risk
1550-LOAHA,99.0,High Risk
1728-BQDMA,55.00000000000001,Medium Risk
0268-QKIWO,35.0,Medium Risk
0876-WDUUZ,76.0,High Risk
5117-ZSMHQ,0.0,Low Risk
5151-HQRDG,5.0,Low Risk
0960-HUWBM,0.0,Low Risk
6465-GSRCL,1.0,Low Risk
0617-FHSGK,34.0,Medium Risk
0263-FJTQO,1.0,Low Risk
7319-ZNRTR,3.0,Low Risk
2858-MOFSQ,5.0,Low Risk
7503-EPSZW,0.0,Low Risk
7089-XXAYG,9.0,Low Risk
8118-LSUEL,95.0,High Risk
8070-AAWZP,12.0,Low Risk
1666-JXLKU,2.0,Low Risk
7855-DIWPO,44.0,Medium Risk
5133-POWUA,70.0,High Risk
5652-MSDEY,61.0,High Risk
7005-CCBKV,98.0,High Risk
1810-BOHSY,0.0,Low Risk
1784-BXEFA,11.0,Low Risk
7351-MHQVU,19.0,Low Risk
9224-VTYID,0.0,Low Risk
9500-IWPXQ,0.0,Low Risk
5762-TJXGK,0.0,Low Risk
4504-YOULA,4.0,Low Risk
5569-IDSEY,0.0,Low Risk
4250-FDVOU,7.000000000000001,Low Risk
7284-ZZLOH,1.0,Low Risk
5277-ZLOOR,93.0,High Risk
2141-RRYGO,96.0,High Risk
1777-JYQPJ,50.0,Medium Risk
6376-GAHQE,79.0,High Risk
3401-URHDA,2.0,Low Risk
1599-EAHXY,1.0,Low Risk
8631-XVRZL,3.0,Low Risk
5052-PNLOS,99.0,High Risk
3853-LYGAM,13.0,Low Risk
6979-ZNSFF,81.0,High Risk
5751-USDBL,0.0,Low Risk
5680-LQOGP,0.0,Low Risk
2386-LAHRK,77.0,High Risk
8189-DUKMV,9.0,Low Risk
6032-IGALN,72.0,High Risk
9931-DCEZH,4.0,Low Risk
1898-JSNDC,21.0,Low Risk
0315-LVCRK,27.0,Low Risk
3911-RSNHI,0.0,Low Risk
2410-CIYFZ,9.0,Low Risk
4248-HCETZ,97.0,High Risk
5505-OVWQW,2.0,Low Risk
7271-AJDTL,34.0,Medium Risk
1867-TJHTS,7.000000000000001,Low Risk
0516-WJVXC,32.0,Medium Risk
9174-FKWZE,60.0,Medium Risk
6860-YRJZP,72.0,High Risk
4429-WYGFR,13.0,Low Risk
2817-LVCPP,2.0,Low Risk
5038-ETMLM,0.0,Low Risk
5056-FIMPT,25.0,Low Risk
4521-WFJAI,6.0,Low Risk
6569-KTMDU,28.000000000000004,Low Risk
8809-RIHDD,82.0,High Risk
8809-XKHMD,0.0,Low Risk
0396-YCHWO,3.0,Low Risk
0867-LDTTC,39.0,Medium Risk
4822-NGOCH,98.0,High Risk
9391-DXGGG,1.0,Low Risk
9844-FELAJ,0.0,Low Risk
2122-SZZZD,1.0,Low Risk
5307-DZCVC,78.0,High Risk
3148-AOIQT,0.0,Low Risk
8679-JOEVF,39.0,Medium Risk
8395-ETZKQ,2.0,Low Risk
6692-YQHXC,30.0,Medium Risk
3889-VWBID,0.0,Low Risk
5222-JCXZT,15.0,Low Risk
9754-CLVZW,28.000000000000004,Low Risk
1432-FPAXX,49.0,Medium Risk
2739-CCZMB,12.0,Low Risk
7080-TNUWP,0.0,Low Risk
0496-AHOOK,4.0,Low Risk
8336-TAVKX,0.0,Low Risk
2468-SJFLM,74.0,High Risk
3181-VTHOE,0.0,Low Risk
7168-HDQHG,10.0,Low Risk
4803-AXVYP,91.0,High Risk
3884-HCSWG,55.00000000000001,Medium Risk
4567-AKPIA,0.0,Low Risk
5077-DXTCG,76.0,High Risk
1142-WACZW,63.0,High Risk
7901-HXJVA,19.0,Low Risk
5649-ANRML,88.0,High Risk
4892-VLANZ,34.0,Medium Risk
5924-IFQTT,11.0,Low Risk
7968-QUXNS,17.0,Low Risk
2919-HBCJO,79.0,High Risk
4236-XPXAV,84.0,High Risk
8903-WMRNW,15.0,Low Risk
2452-SNHFZ,17.0,Low Risk
3629-WEAAM,18.0,Low Risk
6029-CSMJE,25.0,Low Risk
7993-NQLJE,20.0,Low Risk
9909-DFRJA,1.0,Low Risk
9099-FTUHS,59.0,Medium Risk
0581-BXBUB,28.999999999999996,Low Risk
4962-CHQPW,1.0,Low Risk
9467-ROOLM,4.0,Low Risk
3030-YZADT,27.0,Low Risk
7410-KTVFV,18.0,Low Risk
5150-ITWWB,75.0,High Risk
2253-KPMNB,0.0,Low Risk
1345-ZUKID,3.0,Low Risk
6429-SHBCB,6.0,Low Risk
9281-OFDMF,2.0,Low Risk
2603-HVKCG,2.0,Low Risk
1834-WULEG,1.0,Low Risk
9097-ZUBYC,31.0,Medium Risk
5148-ORICT,0.0,Low Risk
4893-GYUJU,4.0,Low Risk
4578-PHJYZ,2.0,Low Risk
7272-QDCKA,2.0,Low Risk
8908-SLFCJ,1.0,Low Risk
8393-DLHGA,96.0,High Risk
9766-HGEDE,3.0,Low Risk
6968-MHOMU,3.0,Low Risk
7395-IGJOS,60.0,Medium Risk
5044-XDPYX,1.0,Low Risk
1814-WFGVS,0.0,Low Risk
2834-SPCJV,89.0,High Risk
3721-WKIIL,1.0,Low Risk
6734-CKRSM,15.0,Low Risk
1265-ZFOSD,0.0,Low Risk
6568-POCUI,0.0,Low Risk
7890-VYYWG,81.0,High Risk
5197-LQXXH,0.0,Low Risk
9907-SWKKF,79.0,High Risk
3457-PQBYH,1.0,Low Risk
7682-AZNDK,3.0,Low Risk
0587-DMGBH,28.000000000000004,Low Risk
5384-ZTTWP,11.0,Low Risk
3745-HRPHI,0.0,Low Risk
7636-OWBPG,28.999999999999996,Low Risk
1231-YNDEK,4.0,Low Risk
1407-DIGZV,2.0,Low Risk
6397-JNZZG,98.0,High Risk
0570-BFQHT,24.0,Low Risk
4393-OBCRR,4.0,Low Risk
3523-QRQLL,85.0,High Risk
8564-LDKFL,0.0,Low Risk
3696-DFHHB,0.0,Low Risk
0895-DQHEW,88.0,High Risk
4717-GHADL,0.0,Low Risk
5501-TVMGM,76.0,High Risk
5879-HMFFH,0.0,Low Risk
6772-WFQRD,3.0,Low Risk
3810-DVDQQ,0.0,Low Risk
6972-SNKKW,11.0,Low Risk
3694-GLTJM,25.0,Low Risk
8550-XSXUQ,2.0,Low Risk
8149-RSOUN,93.0,High Risk
9055-MOJJJ,1.0,Low Risk
4359-INNWN,2.0,Low Risk
0585-EGDDA,15.0,Low Risk
4032-RMHCI,2.0,Low Risk
0549-CYCQN,7.000000000000001,Low Risk
3481-JHUZH,32.0,Medium Risk
7250-EQKIY,84.0,High Risk
3594-IVHJZ,11.0,Low Risk
6869-FGJJC,2.0,Low Risk
3896-ZVNET,1.0,Low Risk
8205-VSLRB,0.0,Low Risk
5960-MVTUK,65.0,High Risk
6817-WTYHE,48.0,Medium Risk
3082-VQXNH,56.00000000000001,Medium Risk
4013-UBXWQ,59.0,Medium Risk
4931-TRZWN,27.0,Low Risk
0750-EKNGL,12.0,Low Risk
7669-LCRSD,24.0,Low Risk
3567-PQTSO,1.0,Low Risk
